,pair,slow,fast,ema,result,signal
0,CAD_CHF,26,12,50,-36.5,9
1,CAD_CHF,26,12,100,-44.5,9
2,CAD_CHF,26,12,50,-36.5,12
3,CAD_CHF,26,12,100,-47.0,12
4,CAD_CHF,26,18,50,-29.5,9
5,CAD_CHF,26,18,100,-24.0,9
6,CAD_CHF,26,18,50,-21.5,12
7,CAD_CHF,26,18,100,-25.5,12
8,CAD_CHF,52,12,50,-15.5,9
9,CAD_CHF,52,12,100,-22.5,9
10,CAD_CHF,52,12,50,-38.0,12
11,CAD_CHF,52,12,100,-52.5,12
12,CAD_CHF,52,18,50,-61.0,9
13,CAD_CHF,52,18,100,-61.5,9
14,CAD_CHF,52,18,50,-20.0,12
15,CAD_CHF,52,18,100,-32.0,12
