,pair,slow,fast,ema,result,signal
0,GBP_AUD,26,12,50,-39.5,9
1,GBP_AUD,26,12,100,-32.5,9
2,GBP_AUD,26,12,50,15.5,12
3,GBP_AUD,26,12,100,1.0,12
4,GBP_AUD,26,18,50,12.0,9
5,GBP_AUD,26,18,100,-8.5,9
6,GBP_AUD,26,18,50,12.5,12
7,GBP_AUD,26,18,100,14.5,12
8,GBP_AUD,52,12,50,-20.0,9
9,GBP_AUD,52,12,100,-36.5,9
10,GBP_AUD,52,12,50,6.5,12
11,GBP_AUD,52,12,100,-5.0,12
12,GBP_AUD,52,18,50,-10.0,9
13,GBP_AUD,52,18,100,-22.5,9
14,GBP_AUD,52,18,50,-18.5,12
15,GBP_AUD,52,18,100,-29.0,12
