,pair,slow,fast,ema,result,signal
0,HKD_JPY,26,12,50,32.0,9
1,HKD_JPY,26,12,100,8.0,9
2,HKD_JPY,26,12,50,17.0,12
3,HKD_JPY,26,12,100,12.0,12
4,HKD_JPY,26,18,50,32.5,9
5,HKD_JPY,26,18,100,22.0,9
6,HKD_JPY,26,18,50,20.5,12
7,HKD_JPY,26,18,100,15.0,12
8,HKD_JPY,52,12,50,38.5,9
9,HKD_JPY,52,12,100,24.0,9
10,HKD_JPY,52,12,50,53.0,12
11,HKD_JPY,52,12,100,41.0,12
12,HKD_JPY,52,18,50,68.0,9
13,HKD_JPY,52,18,100,61.5,9
14,HKD_JPY,52,18,50,37.5,12
15,HKD_JPY,52,18,100,48.5,12
