,pair,slow,fast,ema,result,signal
0,AUD_USD,26,12,50,-29.5,9
1,AUD_USD,26,12,100,-41.5,9
2,AUD_USD,26,12,50,-43.0,12
3,AUD_USD,26,12,100,-36.5,12
4,AUD_USD,26,18,50,-34.0,9
5,AUD_USD,26,18,100,-25.0,9
6,AUD_USD,26,18,50,2.0,12
7,AUD_USD,26,18,100,3.0,12
8,AUD_USD,52,12,50,23.5,9
9,AUD_USD,52,12,100,17.5,9
10,AUD_USD,52,12,50,-4.5,12
11,AUD_USD,52,12,100,-7.5,12
12,AUD_USD,52,18,50,-1.5,9
13,AUD_USD,52,18,100,-17.5,9
14,AUD_USD,52,18,50,19.0,12
15,AUD_USD,52,18,100,19.0,12
