,pair,slow,fast,ema,result,signal
0,AUD_CHF,26,12,50,3.0,9
1,AUD_CHF,26,12,100,1.5,9
2,AUD_CHF,26,12,50,-2.5,12
3,AUD_CHF,26,12,100,-4.0,12
4,AUD_CHF,26,18,50,0.0,9
5,AUD_CHF,26,18,100,-1.5,9
6,AUD_CHF,26,18,50,-2.5,12
7,AUD_CHF,26,18,100,-2.5,12
8,AUD_CHF,52,12,50,2.5,9
9,AUD_CHF,52,12,100,1.0,9
10,AUD_CHF,52,12,50,-1.5,12
11,AUD_CHF,52,12,100,-1.5,12
12,AUD_CHF,52,18,50,-0.5,9
13,AUD_CHF,52,18,100,-0.5,9
14,AUD_CHF,52,18,50,-2.5,12
15,AUD_CHF,52,18,100,-2.5,12
