,pair,slow,fast,ema,result,signal
0,AUD_CAD,26,12,50,-2.5,9
1,AUD_CAD,26,12,100,-5.5,9
2,AUD_CAD,26,12,50,-0.5,12
3,AUD_CAD,26,12,100,-3.5,12
4,AUD_CAD,26,18,50,-0.5,9
5,AUD_CAD,26,18,100,-3.5,9
6,AUD_CAD,26,18,50,-1.0,12
7,AUD_CAD,26,18,100,-1.5,12
8,AUD_CAD,52,12,50,-4.5,9
9,AUD_CAD,52,12,100,-7.5,9
10,AUD_CAD,52,12,50,4.5,12
11,AUD_CAD,52,12,100,1.5,12
12,AUD_CAD,52,18,50,5.5,9
13,AUD_CAD,52,18,100,4.0,9
14,AUD_CAD,52,18,50,-1.0,12
15,AUD_CAD,52,18,100,-2.5,12
