,pair,slow,fast,ema,result,signal
0,GBP_JPY,26,12,50,0.5,9
1,GBP_JPY,26,12,100,-2.0,9
2,GBP_JPY,26,12,50,-2.5,12
3,GBP_JPY,26,12,100,-3.5,12
4,GBP_JPY,26,18,50,0.0,9
5,GBP_JPY,26,18,100,-1.0,9
6,GBP_JPY,26,18,50,0.0,12
7,GBP_JPY,26,18,100,-3.5,12
8,GBP_JPY,52,12,50,0.0,9
9,GBP_JPY,52,12,100,-2.5,9
10,GBP_JPY,52,12,50,3.0,12
11,GBP_JPY,52,12,100,1.5,12
12,GBP_JPY,52,18,50,3.0,9
13,GBP_JPY,52,18,100,3.0,9
14,GBP_JPY,52,18,50,5.5,12
15,GBP_JPY,52,18,100,4.0,12
