,pair,slow,fast,ema,result,signal
0,USD_CHF,26,12,50,-21.5,9
1,USD_CHF,26,12,100,-20.0,9
2,USD_CHF,26,12,50,-16.0,12
3,USD_CHF,26,12,100,-21.0,12
4,USD_CHF,26,18,50,-24.0,9
5,USD_CHF,26,18,100,-24.5,9
6,USD_CHF,26,18,50,-15.0,12
7,USD_CHF,26,18,100,-9.5,12
8,USD_CHF,52,12,50,-17.0,9
9,USD_CHF,52,12,100,-12.5,9
10,USD_CHF,52,12,50,-25.0,12
11,USD_CHF,52,12,100,-19.0,12
12,USD_CHF,52,18,50,-16.0,9
13,USD_CHF,52,18,100,-12.5,9
14,USD_CHF,52,18,50,-14.5,12
15,USD_CHF,52,18,100,-11.0,12
