,pair,slow,fast,ema,result,signal
0,GBP_CHF,26,12,50,-23.5,9
1,GBP_CHF,26,12,100,-47.5,9
2,GBP_CHF,26,12,50,-24.5,12
3,GBP_CHF,26,12,100,-35.5,12
4,GBP_CHF,26,18,50,4.5,9
5,GBP_CHF,26,18,100,-3.0,9
6,GBP_CHF,26,18,50,-4.5,12
7,GBP_CHF,26,18,100,-3.0,12
8,GBP_CHF,52,12,50,15.5,9
9,GBP_CHF,52,12,100,-3.5,9
10,GBP_CHF,52,12,50,24.5,12
11,GBP_CHF,52,12,100,20.5,12
12,GBP_CHF,52,18,50,4.0,9
13,GBP_CHF,52,18,100,-6.0,9
14,GBP_CHF,52,18,50,12.5,12
15,GBP_CHF,52,18,100,8.0,12
