,pair,slow,fast,ema,result,signal
0,USD_CAD,26,12,50,-47.0,9
1,USD_CAD,26,12,100,-23.0,9
2,USD_CAD,26,12,50,20.0,12
3,USD_CAD,26,12,100,48.5,12
4,USD_CAD,26,18,50,12.0,9
5,USD_CAD,26,18,100,43.0,9
6,USD_CAD,26,18,50,23.5,12
7,USD_CAD,26,18,100,24.0,12
8,USD_CAD,52,12,50,14.0,9
9,USD_CAD,52,12,100,40.0,9
10,USD_CAD,52,12,50,32.5,12
11,USD_CAD,52,12,100,32.0,12
12,USD_CAD,52,18,50,30.5,9
13,USD_CAD,52,18,100,26.5,9
14,USD_CAD,52,18,50,30.5,12
15,USD_CAD,52,18,100,31.0,12
