,pair,slow,fast,ema,result,signal
0,GBP_USD,26,12,50,18.5,9
1,GBP_USD,26,12,100,15.5,9
2,GBP_USD,26,12,50,22.5,12
3,GBP_USD,26,12,100,18.5,12
4,GBP_USD,26,18,50,22.5,9
5,GBP_USD,26,18,100,22.0,9
6,GBP_USD,26,18,50,16.0,12
7,GBP_USD,26,18,100,16.0,12
8,GBP_USD,52,12,50,12.0,9
9,GBP_USD,52,12,100,14.5,9
10,GBP_USD,52,12,50,-1.0,12
11,GBP_USD,52,12,100,1.0,12
12,GBP_USD,52,18,50,21.0,9
13,GBP_USD,52,18,100,22.5,9
14,GBP_USD,52,18,50,25.0,12
15,GBP_USD,52,18,100,25.5,12
