,pair,slow,fast,ema,result,signal
0,GBP_HKD,26,12,50,5.5,9
1,GBP_HKD,26,12,100,3.0,9
2,GBP_HKD,26,12,50,-0.5,12
3,GBP_HKD,26,12,100,-1.5,12
4,GBP_HKD,26,18,50,3.0,9
5,GBP_HKD,26,18,100,2.0,9
6,GBP_HKD,26,18,50,3.5,12
7,GBP_HKD,26,18,100,0.5,12
8,GBP_HKD,52,12,50,1.5,9
9,GBP_HKD,52,12,100,0.5,9
10,GBP_HKD,52,12,50,-2.0,12
11,GBP_HKD,52,12,100,-2.0,12
12,GBP_HKD,52,18,50,-0.5,9
13,GBP_HKD,52,18,100,-2.0,9
14,GBP_HKD,52,18,50,3.5,12
15,GBP_HKD,52,18,100,2.0,12
