,pair,slow,fast,ema,result,signal
0,CHF_JPY,26,12,50,-53.0,9
1,CHF_JPY,26,12,100,-61.5,9
2,CHF_JPY,26,12,50,-27.0,12
3,CHF_JPY,26,12,100,-33.0,12
4,CHF_JPY,26,18,50,-42.5,9
5,CHF_JPY,26,18,100,-44.5,9
6,CHF_JPY,26,18,50,-1.0,12
7,CHF_JPY,26,18,100,-0.5,12
8,CHF_JPY,52,12,50,-66.5,9
9,CHF_JPY,52,12,100,-65.5,9
10,CHF_JPY,52,12,50,-23.0,12
11,CHF_JPY,52,12,100,-13.5,12
12,CHF_JPY,52,18,50,-17.0,9
13,CHF_JPY,52,18,100,-6.0,9
14,CHF_JPY,52,18,50,-12.0,12
15,CHF_JPY,52,18,100,-11.0,12
