,pair,slow,fast,ema,result,signal
0,AUD_JPY,26,12,50,28.0,9
1,AUD_JPY,26,12,100,28.5,9
2,AUD_JPY,26,12,50,7.5,12
3,AUD_JPY,26,12,100,10.0,12
4,AUD_JPY,26,18,50,23.5,9
5,AUD_JPY,26,18,100,33.5,9
6,AUD_JPY,26,18,50,50.0,12
7,AUD_JPY,26,18,100,52.0,12
8,AUD_JPY,52,12,50,7.0,9
9,AUD_JPY,52,12,100,14.5,9
10,AUD_JPY,52,12,50,30.0,12
11,AUD_JPY,52,12,100,42.5,12
12,AUD_JPY,52,18,50,34.5,9
13,AUD_JPY,52,18,100,31.0,9
14,AUD_JPY,52,18,50,44.0,12
15,AUD_JPY,52,18,100,64.0,12
